Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Province,Statistical Cause En,Total Precipitation,Windspeed
1,0,external,03-Jan-11,03-Jan-11,0,100,0,70,3,6,4,90,30,-3,1,Deventer-Amersfoort,Utrecht Gelderland Overijssel,by police orders,0,3
1,1,external,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Ede-Wageningen-Amersfoort,Utrecht Gelderland,by police orders,0,5
1,1,external,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Roosendaal-Breda,Noord-Brabant,copper theft,0,5
1,1,accidents,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Eindhoven-Venlo,Noord-Brabant Limburg,person hit by a train,0,5
1,1,rolling stock,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Utrecht Centraal-Leiden Centraal,Zuid-Holland Utrecht,broken down train,0,5
1,1,infrastructure,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Dordrecht-Rotterdam C,Zuid-Holland Noord-Brabant,signalling and points failure,0,5
1,1,infrastructure,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Almelo-Deventer/Hengelo/Zwolle,Overijssel,points failure,0,5
1,1,rolling stock,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Enkhuizen-Amsterdam C/Schiphol,Noord-Holland,broken down train,0,5
1,1,accidents,04-Jan-11,04-Jan-11,0,90,0,70,2,11,7,80,40,-1,3,Utrecht Centraal-Arnhem,Gelderland Utrecht,person hit by a train,0,5
1,0,unknown,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Ede-Wageningen-Amersfoort,Utrecht Gelderland,cause yet unknown,1,6
1,0,infrastructure,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Leiden Centraal-Den Haag C/Den Haag HS,Zuid-Holland,points failure,1,6
1,0,rolling stock,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Schiphol-Amsterdam C/Enkhuizen,Noord-Holland,broken down train,1,6
1,0,rolling stock,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Arnhem-Winterswijk,Gelderland,broken down train,1,6
1,0,rolling stock,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Winterswijk-Arnhem,Gelderland,broken down train,1,6
1,0,accidents,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Zwolle-Groningen/Leeuwarden,Groningen Drenthe Overijssel Friesland,person hit by a train,1,6
1,0,external,05-Jan-11,05-Jan-11,1,80,0,70,3,12,8,70,50,-2,5,Dordrecht-Breda/Roosendaal,Noord-Brabant Zuid-Holland,by order of the fire service,1,6
1,4,rolling stock,06-Jan-11,06-Jan-11,13,100,2,60,7,12,7,90,10,2,2,"Rotterdam C-Amsterdam C, Utrecht Centraal-Amsterdam C/Schiphol",Noord-Holland Utrecht,broken down train,12,4
1,4,rolling stock,06-Jan-11,06-Jan-11,13,100,2,60,7,12,7,90,10,2,2,Den Haag HS-Rotterdam C,Zuid-Holland,broken down train,12,4
1,4,accidents,06-Jan-11,06-Jan-11,13,100,2,60,7,12,7,90,10,2,2,Tilburg-'s-Hertogenbosch/Eindhoven,Noord-Brabant,damaged railway bridge,12,4
1,4,engineering work,06-Jan-11,06-Jan-11,13,100,2,60,7,12,7,90,10,2,2,Heerlen-Maastricht,Limburg,over-running engineering works,12,4
1,4,accidents,06-Jan-11,06-Jan-11,13,100,2,60,7,12,7,90,10,2,2,Enkhuizen-Amsterdam C/Schiphol,Noord-Holland,person hit by a train,12,4
1,4,external,07-Jan-11,07-Jan-11,3,100,1,60,9,10,7,90,10,0,1,Utrecht Centraal-Leiden Centraal,Zuid-Holland Utrecht,copper theft,3,4
1,4,infrastructure,07-Jan-11,07-Jan-11,3,100,1,60,9,10,7,90,10,0,1,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,defective railway track,3,4
1,4,infrastructure,07-Jan-11,07-Jan-11,3,100,1,60,9,10,7,90,10,0,1,Utrecht Centraal-Den Haag C,Zuid-Holland Utrecht,points failure,3,4
1,8,accidents,08-Jan-11,08-Jan-11,4,90,2,70,11,19,12,80,40,4,2,Eindhoven-Tilburg,Noord-Brabant,person hit by a train,4,7
1,8,infrastructure,08-Jan-11,08-Jan-11,4,90,2,70,11,19,12,80,40,4,2,Antwerpen-Centr-Roosendaal,Drenthe,points failure,4,7
1,8,rolling stock,08-Jan-11,08-Jan-11,4,90,2,70,11,19,12,80,40,4,2,Ede-Wageningen-Amersfoort,Utrecht Gelderland,broken down train,4,7
1,8,accidents,08-Jan-11,08-Jan-11,4,90,2,70,11,19,12,80,40,4,2,Leer (Ostfr.)-Groningen,Groningen,damaged railway bridge,4,7
1,8,rolling stock,08-Jan-11,08-Jan-11,4,90,2,70,11,19,12,80,40,4,2,Utrecht Centraal-Amersfoort/Baarn,Utrecht,broken down train,4,7
1,3,infrastructure,09-Jan-11,09-Jan-11,0,90,0,70,6,11,7,80,60,0,3,Schiphol-Leiden Centraal,Zuid-Holland Noord-Holland,points failure,0,5
1,3,infrastructure,09-Jan-11,09-Jan-11,0,90,0,70,6,11,7,80,60,0,3,Roermond-Venlo,Limburg,points failure,0,5
1,3,rolling stock,09-Jan-11,09-Jan-11,0,90,0,70,6,11,7,80,60,0,3,Rotterdam C-Amsterdam C/Utrecht Centraal,Zuid-Holland Noord-Holland Utrecht,broken down train,0,5
1,1,accidents,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Maastricht-Eindhoven/Roermond,Limburg,person hit by a train,0,4
1,1,infrastructure,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Rotterdam C-Amsterdam C/Utrecht Centraal,Zuid-Holland Noord-Holland Utrecht,points failure,0,4
1,1,engineering work,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,repair works,0,4
1,1,external,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Emmen-Zwolle,Drenthe Overijssel,by police orders,0,4
1,1,infrastructure,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Emmen-Zwolle,Drenthe Overijssel,points failure,0,4
1,1,rolling stock,10-Jan-11,10-Jan-11,0,90,0,70,4,9,6,90,40,-1,3,Amsterdam C-Hilversum/Lelystad C,Utrecht Noord-Holland Flevoland,broken down train,0,4
1,3,external,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Roosendaal-Breda,Noord-Brabant,copper theft,2,6
1,3,rolling stock,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Hengelo-Zutphen,Overijssel Gelderland,broken down train,2,6
1,3,infrastructure,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Vlissingen-Roosendaal,Noord-Brabant Zeeland,points failure,2,6
1,3,logistical,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,KHbf-Arnhem,Drenthe,an earlier disruption,2,6
1,3,engineering work,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,repair works,2,6
1,3,unknown,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Amersfoort,Utrecht Noord-Holland Gelderland Overijssel,cause yet unknown,2,6
1,3,rolling stock,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Utrecht Centraal-Leiden Centraal,Zuid-Holland Utrecht,broken down train,2,6
1,3,rolling stock,11-Jan-11,11-Jan-11,4,90,1,70,6,13,8,80,30,0,4,Arnhem-Winterswijk,Gelderland,broken down train,2,6
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Arnhem-Winterswijk,Gelderland,signal failure,11,5
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Alkmaar-Den Helder,Noord-Holland,signal failure,11,5
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Arnhem-Winterswijk,Gelderland,signal failure,11,5
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Rotterdam C-Hoek v H Strand,Drenthe,damaged overhead wires,11,5
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Groningen-Roodeschool,Groningen,signalling and points failure,11,5
1,5,accidents,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Utrecht Centraal-Arnhem,Gelderland Utrecht,collision,11,5
1,5,infrastructure,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Amsterdam C-Schiphol,Noord-Holland,signalling and points failure,11,5
1,5,engineering work,12-Jan-11,12-Jan-11,12,100,2,70,9,11,7,90,20,2,3,Rotterdam C-Dordrecht,Zuid-Holland Noord-Brabant,repair works,11,5
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Eindhoven-Tilburg,Noord-Brabant,signal and level crossing failure,12,6
1,9,rolling stock,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Harlingen-Leeuwarden,Drenthe,broken down train,12,6
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Utrecht Centraal,Noord-Brabant Gelderland Utrecht Flevoland Noord-Holland Zuid-Holland,signalling and points failure,12,6
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Enkhuizen-Amsterdam C/Schiphol,Noord-Holland,damaged railway bridge,12,6
1,9,accidents,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,person hit by a train,12,6
1,9,external,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Maastricht-Liège-Guillemins/Visé,Drenthe,by police orders,12,6
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Apeldoorn-Zutphen,Gelderland Overijssel,signal failure,12,6
1,9,accidents,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Apeldoorn-Amersfoort/Deventer,Utrecht Gelderland Overijssel,collision,12,6
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Groningen-Roodeschool,Groningen,power failure,12,6
1,9,accidents,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Zwolle-Groningen/Leeuwarden,Groningen Drenthe Overijssel Friesland,person hit by a train,12,6
1,9,accidents,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Eindhoven-'s-Hertogenbosch/Tilburg,Noord-Brabant,person hit by a train,12,6
1,9,external,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Eindhoven-'s-Hertogenbosch/Tilburg,Noord-Brabant,by police orders,12,6
1,9,infrastructure,13-Jan-11,13-Jan-11,12,100,2,60,11,14,9,90,10,8,4,Zutphen-Apeldoorn,Gelderland Overijssel,signal failure,12,6
1,9,unknown,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Arnhem-Winterswijk,Gelderland,an obstruction on the line,9,8
1,9,unknown,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Arnhem-Winterswijk,Gelderland,an obstruction on the line,9,8
1,9,infrastructure,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Leiden Centraal-Amsterdam C,Zuid-Holland Noord-Holland,defective railway track,9,8
1,9,accidents,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Kampen-Zwolle,Overijssel,damaged railway bridge,9,8
1,9,infrastructure,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Arnhem-Winterswijk,Gelderland,signal and level crossing failure,9,8
1,9,infrastructure,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Zwolle-Emmen,Drenthe Overijssel,signal failure,9,8
1,9,external,14-Jan-11,14-Jan-11,10,90,2,70,11,16,10,90,30,7,6,Dordrecht-Rotterdam C,Zuid-Holland Noord-Brabant,by order of the fire service,9,8
1,8,infrastructure,15-Jan-11,15-Jan-11,0,90,0,70,10,15,10,80,60,7,5,Zutphen-Deventer,Overijssel Gelderland,points failure,0,8
1,8,infrastructure,15-Jan-11,15-Jan-11,0,90,0,70,10,15,10,80,60,7,5,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,damaged overhead wires,0,8
1,8,accidents,15-Jan-11,15-Jan-11,0,90,0,70,10,15,10,80,60,7,5,Alkmaar-Den Helder,Noord-Holland,collision,0,8
1,9,infrastructure,16-Jan-11,16-Jan-11,0,80,0,80,12,13,8,70,60,7,5,Nijmegen-Venlo,Gelderland Limburg Noord-Brabant,signal and level crossing failure,0,7
1,9,infrastructure,16-Jan-11,16-Jan-11,0,80,0,80,12,13,8,70,60,7,5,Dordrecht-Den Haag HS,Zuid-Holland Noord-Brabant,signalling and points failure,0,7
1,9,accidents,16-Jan-11,16-Jan-11,0,80,0,80,12,13,8,70,60,7,5,Breda-Tilburg,Noord-Brabant,person hit by a train,0,7
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Winterswijk-Arnhem,Gelderland,signal and level crossing failure,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Zutphen-Deventer,Overijssel Gelderland,points failure,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Zutphen-Deventer,Overijssel Gelderland,points failure,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Den Haag C-Utrecht Centraal,Zuid-Holland Utrecht,damaged overhead wires,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Deventer-Amersfoort,Utrecht Gelderland Overijssel,points failure,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Schiphol-Lelystad C/Utrecht Centraal,Flevoland Noord-Holland,points failure,2,5
1,8,infrastructure,17-Jan-11,17-Jan-11,3,90,1,70,9,12,8,90,30,5,2,Lelystad C-Amsterdam C/Schiphol,Noord-Holland Flevoland,signalling and points failure,2,5
1,5,infrastructure,18-Jan-11,18-Jan-11,3,100,2,70,6,8,5,90,10,2,1,Zutphen-Deventer,Overijssel Gelderland,points failure,5,3
1,5,infrastructure,18-Jan-11,18-Jan-11,3,100,2,70,6,8,5,90,10,2,1,Arnhem-Winterswijk,Gelderland,signal failure,5,3
1,3,infrastructure,19-Jan-11,19-Jan-11,1,90,1,70,6,10,5,90,40,1,2,Arnhem-Ede-Wageningen/Nijmegen,Gelderland Utrecht,damaged overhead wires,2,3
1,3,accidents,19-Jan-11,19-Jan-11,1,90,1,70,6,10,5,90,40,1,2,Roosendaal-Breda,Noord-Brabant,person hit by a train,2,3
1,2,accidents,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Rotterdam C-Amsterdam C/Utrecht Centraal,Zuid-Holland Noord-Holland Utrecht,person hit by a train,0,3
1,2,rolling stock,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Haarlem-Amsterdam C,Noord-Holland,broken down train,0,3
1,2,infrastructure,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Zutphen-Hengelo,Overijssel Gelderland,signal failure,0,3
1,2,unknown,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Schiphol-Alkmaar/Amsterdam C/Enkhuizen/Lelystad C/Utrecht Centraal,Noord-Holland Utrecht,an obstruction on the line,0,3
1,2,infrastructure,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Alkmaar-Den Helder,Noord-Holland,damaged railway bridge,0,3
1,2,unknown,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Schiphol-Lelystad C,Flevoland Noord-Holland,cause yet unknown,0,3
1,2,infrastructure,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Amsterdam C-Haarlem,Noord-Holland,damaged railway bridge,0,3
1,2,rolling stock,20-Jan-11,20-Jan-11,0,90,0,70,5,9,6,80,30,-2,1,Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal,Noord-Holland Utrecht,broken down train,0,3
1,1,infrastructure,21-Jan-11,21-Jan-11,0,100,0,70,4,6,4,90,10,-2,1,Lelystad C-Amsterdam C/Schiphol,Noord-Holland Flevoland,signal failure,0,2
1,1,infrastructure,21-Jan-11,21-Jan-11,0,100,0,70,4,6,4,90,10,-2,1,Zutphen-Hengelo/Oldenzaal,Overijssel Gelderland,signal failure,0,2
1,1,rolling stock,21-Jan-11,21-Jan-11,0,100,0,70,4,6,4,90,10,-2,1,Amsterdam C-Enkhuizen,Noord-Holland,broken down train,0,2
1,1,accidents,21-Jan-11,21-Jan-11,0,100,0,70,4,6,4,90,10,-2,1,Roermond-Eindhoven,Noord-Brabant Limburg,collision,0,2
1,1,infrastructure,21-Jan-11,21-Jan-11,0,100,0,70,4,6,4,90,10,-2,1,Hilversum-Lelystad C,Flevoland Noord-Holland Utrecht,signal failure,0,2
1,4,accidents,22-Jan-11,22-Jan-11,2,90,0,70,6,9,5,90,20,2,2,Stavoren-Leeuwarden,Friesland,person hit by a train,1,4
1,5,infrastructure,23-Jan-11,23-Jan-11,1,100,0,60,6,10,6,90,10,2,2,Utrecht Centraal-Ede-Wageningen/Rhenen,Gelderland Utrecht,signal and level crossing failure,0,4
1,5,rolling stock,24-Jan-11,24-Jan-11,2,90,0,70,6,10,6,90,30,4,3,Schiphol-Eindhoven/Utrecht Centraal,Noord-Brabant Gelderland Utrecht Noord-Holland,broken down train,1,4
1,5,infrastructure,24-Jan-11,24-Jan-11,2,90,0,70,6,10,6,90,30,4,3,Groningen-Delfzijl,Groningen,signal failure,1,4
1,5,accidents,24-Jan-11,24-Jan-11,2,90,0,70,6,10,6,90,30,4,3,Leiden Centraal-Den Haag C/Den Haag HS,Zuid-Holland,person hit by a train,1,4
1,5,engineering work,24-Jan-11,24-Jan-11,2,90,0,70,6,10,6,90,30,4,3,Rotterdam C-Hoek v H Strand,Drenthe,repair works,1,4
1,4,engineering work,25-Jan-11,25-Jan-11,4,90,1,70,6,14,8,80,30,1,2,Hoek v H Strand-Rotterdam C,Drenthe,over-running engineering works,3,5
1,4,rolling stock,25-Jan-11,25-Jan-11,4,90,1,70,6,14,8,80,30,1,2,Zwolle-Groningen,Groningen Drenthe Overijssel,broken down train,3,5
1,1,infrastructure,26-Jan-11,26-Jan-11,1,90,0,70,4,9,6,80,30,-1,0,Leiden Centraal-Utrecht Centraal,Zuid-Holland Utrecht,damaged railway bridge,0,3
1,1,accidents,26-Jan-11,26-Jan-11,1,90,0,70,4,9,6,80,30,-1,0,Brussel-Zuid-Roosendaal,Drenthe,person hit by a train,0,3
1,1,infrastructure,26-Jan-11,26-Jan-11,1,90,0,70,4,9,6,80,30,-1,0,Utrecht Centraal-Amsterdam C/Eindhoven,Noord-Brabant Gelderland Utrecht,power failure,0,3
1,1,engineering work,26-Jan-11,26-Jan-11,1,90,0,70,4,9,6,80,30,-1,0,Rhenen-Utrecht Centraal,Utrecht,repair works,0,3
1,1,infrastructure,26-Jan-11,26-Jan-11,1,90,0,70,4,9,6,80,30,-1,0,Amersfoort-Hilversum,Utrecht Noord-Holland,points failure,0,3
1,0,infrastructure,27-Jan-11,27-Jan-11,0,80,0,80,2,11,7,60,50,-3,4,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,points failure,0,5
1,0,rolling stock,27-Jan-11,27-Jan-11,0,80,0,80,2,11,7,60,50,-3,4,Enkhuizen-Amsterdam C/Schiphol,Noord-Holland,broken down train,0,5
1,-2,infrastructure,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Ede-Wageningen-Amersfoort,Utrecht Gelderland,damaged overhead wires,0,5
1,-2,infrastructure,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Stavoren-Leeuwarden,Friesland,signal and level crossing failure,0,5
1,-2,infrastructure,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Utrecht Centraal-'s-Hertogenbosch/Tiel,Noord-Brabant Gelderland Utrecht,power failure,0,5
1,-2,rolling stock,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Roosendaal-Breda,Noord-Brabant,broken down train,0,5
1,-2,accidents,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Utrecht Centraal-Amersfoort/Baarn,Utrecht,person hit by a train,0,5
1,-2,infrastructure,28-Jan-11,28-Jan-11,0,80,0,80,1,9,6,70,60,-4,3,Roosendaal-Breda,Noord-Brabant,signal and level crossing failure,0,5
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Utrecht Centraal-Arnhem,Gelderland Utrecht,points failure,0,3
1,-3,rolling stock,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Deventer-Amersfoort,Utrecht Gelderland Overijssel,broken down train,0,3
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Leer (Ostfr.)-Groningen,Groningen,damaged railway bridge,0,3
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Arnhem-Winterswijk,Gelderland,signal and level crossing failure,0,3
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Amsterdam C-Amersfoort/Lelystad C,Utrecht Noord-Holland Flevoland,points failure,0,3
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Zutphen-Winterswijk,Gelderland,signal failure,0,3
1,-3,infrastructure,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Zutphen-Winterswijk,Gelderland,signal failure,0,3
1,-3,unknown,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,an obstruction on the line,0,3
1,-3,accidents,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Eindhoven-Venlo,Noord-Brabant Limburg,person hit by a train,0,3
1,-3,accidents,29-Jan-11,29-Jan-11,0,90,0,60,1,8,5,80,20,-6,2,Roodeschool-Groningen,Groningen,person hit by a train,0,3
1,-1,infrastructure,30-Jan-11,30-Jan-11,0,90,0,60,1,8,5,90,10,-5,2,Utrecht Centraal-Arnhem/Rhenen,Gelderland Utrecht,points failure,0,3
1,-1,infrastructure,30-Jan-11,30-Jan-11,0,90,0,60,1,8,5,90,10,-5,2,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,signalling and points failure,0,3
1,-1,rolling stock,30-Jan-11,30-Jan-11,0,90,0,60,1,8,5,90,10,-5,2,Zutphen-Almelo/Enschede/Hengelo/Oldenzaal,Overijssel Gelderland,broken down train,0,3
1,-1,accidents,30-Jan-11,30-Jan-11,0,90,0,60,1,8,5,90,10,-5,2,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,collision,0,3
1,-2,infrastructure,31-Jan-11,31-Jan-11,0,90,0,60,0,6,3,80,30,-3,1,Arnhem-Winterswijk,Gelderland,signal and level crossing failure,0,2
1,-1,infrastructure,01-Feb-11,01-Feb-11,2,90,1,50,2,10,7,90,0,-3,2,Eindhoven-Venlo,Noord-Brabant Limburg,signal and level crossing failure,1,5
1,-1,unknown,01-Feb-11,01-Feb-11,2,90,1,50,2,10,7,90,0,-3,2,'s-Hertogenbosch-Eindhoven,Noord-Brabant,an obstruction on the line,1,5
1,-1,rolling stock,01-Feb-11,01-Feb-11,2,90,1,50,2,10,7,90,0,-3,2,Groningen-Delfzijl,Groningen,broken down train,1,5
1,-1,infrastructure,01-Feb-11,01-Feb-11,2,90,1,50,2,10,7,90,0,-3,2,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,damaged overhead wires,1,5
1,3,infrastructure,02-Feb-11,02-Feb-11,1,100,1,50,5,14,9,90,0,2,3,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,signal failure,1,7
1,3,accidents,02-Feb-11,02-Feb-11,1,100,1,50,5,14,9,90,0,2,3,Den Haag HS-Leiden Centraal,Zuid-Holland,person hit by a train,1,7
1,3,infrastructure,02-Feb-11,02-Feb-11,1,100,1,50,5,14,9,90,0,2,3,Schiphol-Amsterdam C/Hilversum/Lelystad C/Utrecht Centraal,Utrecht Noord-Holland Flevoland,points failure,1,7
1,5,rolling stock,03-Feb-11,03-Feb-11,2,90,1,60,7,15,10,80,20,3,4,Tiel-Arnhem,Gelderland,broken down train,1,6
1,5,infrastructure,03-Feb-11,03-Feb-11,2,90,1,60,7,15,10,80,20,3,4,Arnhem-Winterswijk,Gelderland,power failure,1,6
1,9,weather,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Amsterdam C-Den Helder,Noord-Holland,weather circumstances,1,12
1,9,rolling stock,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Hengelo-Bad Bentheim/Oldenzaal/Osnabr ck,Overijssel,broken down train,1,12
1,9,rolling stock,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Eindhoven-Schiphol/Utrecht Centraal,Noord-Brabant Gelderland Utrecht Noord-Holland,broken down train,1,12
1,9,infrastructure,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Arnhem-Winterswijk,Gelderland,defective railway track,1,12
1,9,accidents,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Leer (Ostfr.)-Groningen,Groningen,collision,1,12
1,9,infrastructure,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Leer (Ostfr.)-Groningen,Groningen,damaged railway bridge,1,12
1,9,infrastructure,04-Feb-11,04-Feb-11,2,80,0,70,10,22,14,80,50,6,10,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,signal failure,1,12
1,10,accidents,05-Feb-11,05-Feb-11,0,80,0,70,11,22,14,80,60,9,11,Emmen-Zwolle,Drenthe Overijssel,person hit by a train,0,13
1,9,infrastructure,06-Feb-11,06-Feb-11,0,80,0,70,11,20,13,70,60,8,9,Dordrecht-Roosendaal/Rotterdam C,Zuid-Holland Noord-Brabant,damaged overhead wires,0,11
1,9,infrastructure,06-Feb-11,06-Feb-11,0,80,0,70,11,20,13,70,60,8,9,"Amsterdam C-Rotterdam C, Utrecht Centraal-Den Haag C/Rotterdam C",Zuid-Holland Utrecht Noord-Holland,points failure,0,11
1,9,unknown,06-Feb-11,06-Feb-11,0,80,0,70,11,20,13,70,60,8,9,Lelystad C-Schiphol,Zuid-Holland Noord-Holland Flevoland,cause yet unknown,0,11
