Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Province,Statistical Cause En,Total Precipitation,Windspeed
1,20,unknown,16-May-17,16-May-17,0,70,0,80,26,10,6,50,70,15,1,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,cause yet unknown,0,4
1,20,external,16-May-17,16-May-17,0,70,0,80,26,10,6,50,70,15,1,Utrecht-'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,person on the railway track,0,4
1,20,engineering work,16-May-17,16-May-17,0,70,0,80,26,10,6,50,70,15,1,Schiphol-Utrecht; Schiphol-Leiden,Zuid-Holland Noord-Holland Utrecht,repair works,0,4
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Amsterdam-Haarlem-Leiden,Noord-Holland,points failure,0,3
1,22,engineering work,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Amersfoort-Deventer; Amersfoort-Ede-Wageningen,Utrecht Gelderland,over-running engineering works,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Almelo-Hardenberg,Overijssel,problems with the rolling stock,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Nijmegen-Venray,Gelderland Limburg Noord-Brabant,problems with the rolling stock,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Heerlen-Maastricht Randwyck; Heerlen-Maastricht,Limburg,broken down train,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Dordrecht-Breda; Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,0,3
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Woerden,Noord-Holland Utrecht Zuid-Holland,points failure,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Nijmegen-Venlo,Gelderland Limburg Noord-Brabant,broken down train,0,3
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Lelystad-Zwolle,Flevoland Overijssel,defective railway track,0,3
1,22,accidents,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Zwolle-Deventer,Overijssel,person hit by a train,0,3
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Arnhem-Tiel,Gelderland,points failure,0,3
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Leiden-Alphen a/d Rijn,Zuid-Holland Utrecht,defective point,0,3
1,22,infrastructure,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Ede-Wageningen-Arnhem,Gelderland Utrecht,signal failure,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,'s-Hertogenbosch-Oss,Noord-Brabant Gelderland,broken down train,0,3
1,22,rolling stock,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,broken down train,0,3
1,22,external,17-May-17,17-May-17,0,60,0,80,29,11,6,40,60,15,1,Den Haag-Rotterdam,Zuid-Holland,by order of the fire service,0,3
1,16,engineering work,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Den Haag-Rotterdam,Zuid-Holland,over-running engineering works,2,4
1,16,accidents,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Meppel-Leeuwarden,Friesland Overijssel Drenthe,person hit by a train,2,4
1,16,engineering work,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,'s-Hertogenbosch-Eindhoven; Tilburg-Eindhoven,Noord-Brabant,over-running engineering works,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Den Haag-Rotterdam,Zuid-Holland,broken down train,2,4
1,16,infrastructure,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Roosendaal-Vlissingen,Noord-Brabant Zeeland,power failure,2,4
1,16,logistical,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Amsterdam-Schiphol-Rotterdam (HSL),Noord-Holland Zuid-Holland,an earlier disruption,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Arnhem-Nijmegen,Gelderland,broken down train,2,4
1,16,infrastructure,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Zutphen-Oldenzaal,Overijssel Gelderland,signal failure,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Utrecht-Gouda,Zuid-Holland Utrecht Noord-Holland,broken down train,2,4
1,16,infrastructure,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Zwolle-Emmen,Drenthe Overijssel,signal failure,2,4
1,16,accidents,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Zaandam-Enkhuizen,Noord-Holland,collision,2,4
1,16,engineering work,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Zaandam-Enkhuizen,Noord-Holland,repair works,2,4
1,16,rolling stock,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Amsterdam-Zaandam-Alkmaar,Noord-Holland,broken down train,2,4
1,16,infrastructure,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Hengelo-Oldenzaal,Overijssel,damaged railway bridge,2,4
1,16,unknown,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Amsterdam-Utrecht,Noord-Holland Utrecht,multiple disruptions,2,4
1,16,infrastructure,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,level crossing failure,2,4
1,16,accidents,18-May-17,18-May-17,3,90,1,80,21,11,6,70,30,13,2,Zwolle-Deventer,Overijssel,collision,2,4
1,13,infrastructure,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Utrecht-Hilversum,Flevoland Noord-Holland Utrecht,damaged overhead wires,2,6
1,13,infrastructure,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,'s-Hertogenbosch-Tilburg,Noord-Brabant,level crossing failure,2,6
1,13,rolling stock,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Schiphol-Amersfoort; Amsterdam-Amersfoort,Utrecht Noord-Holland,stranded train,2,6
1,13,rolling stock,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Utrecht-'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,stranded train,2,6
1,13,rolling stock,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Dordrecht-Breda,Noord-Brabant Zuid-Holland,broken down train,2,6
1,13,rolling stock,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Ede-Wageningen-Arnhem,Gelderland Utrecht,stranded train,2,6
1,13,rolling stock,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Roermond-Sittard,Limburg,broken down train,2,6
1,13,accidents,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Zwolle-Groningen,Groningen Drenthe Overijssel,person hit by a train,2,6
1,13,infrastructure,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Ede-Wageningen-Arnhem,Gelderland Utrecht,points failure,2,6
1,13,infrastructure,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Zwolle-Emmen,Drenthe Overijssel,signal failure,2,6
1,13,infrastructure,19-May-17,19-May-17,2,80,1,80,17,14,9,70,40,10,2,Den Haag-Rotterdam,Zuid-Holland,points failure,2,6
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Den Haag-Rotterdam,Zuid-Holland,broken down train,1,4
1,13,infrastructure,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Ede-Wageningen-Arnhem,Gelderland Utrecht,points failure,1,4
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Arnhem-Doetinchem,Gelderland,broken down train,1,4
1,13,infrastructure,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Zwolle-Emmen,Drenthe Overijssel,signal and level crossing failure,1,4
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Amsterdam-Almere,Noord-Holland Flevoland,broken down train,1,4
1,13,external,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Amersfoort-Deventer; Amersfoort-Barneveld,Utrecht Gelderland,tree on the track,1,4
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,stranded train,1,4
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Dordrecht-Breda,Noord-Brabant Zuid-Holland,broken down train,1,4
1,13,infrastructure,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Amsterdam-Zaandam-Alkmaar,Noord-Holland,signal failure,1,4
1,13,rolling stock,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Utrecht-Arnhem,Gelderland Utrecht,broken down train,1,4
1,13,logistical,20-May-17,20-May-17,0,70,1,80,17,11,6,50,40,8,1,Alkmaar-Den Helder,Noord-Holland,an earlier disruption,1,4
1,14,infrastructure,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Apeldoorn-Enschede; Apeldoorn-Enschede,Overijssel,signal failure,0,3
1,14,infrastructure,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Dordrecht-Breda,Noord-Brabant Zuid-Holland,points failure,0,3
1,14,rolling stock,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Amsterdam-Haarlem,Noord-Holland,broken down train,0,3
1,14,external,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Den Haag-Rotterdam; Leiden-Rotterdam,Zuid-Holland,person on the railway track,0,3
1,14,engineering work,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Dordrecht-Breda,Noord-Brabant Zuid-Holland,unexpected engineering works,0,3
1,14,external,21-May-17,21-May-17,0,70,0,80,20,7,4,40,60,7,1,Nijmegen-Venray,Gelderland Limburg Noord-Brabant,person on the railway track,0,3
1,18,engineering work,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Heerlen-Maastricht,Limburg,over-running engineering works,0,3
1,18,rolling stock,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,broken down train,0,3
1,18,accidents,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Haarlem-Hoorn,Noord-Holland,person hit by a train,0,3
1,18,infrastructure,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Maastricht-Liège / Luik,Limburg,points failure,0,3
1,18,external,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Almelo-Hardenberg,Overijssel,an emergency call,0,3
1,18,infrastructure,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,points failure,0,3
1,18,infrastructure,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Schiphol-Utrecht,Noord-Holland Utrecht,defective railway track,0,3
1,18,logistical,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Roosendaal-Antwerpen-Puurs,Zuid-Holland Noord-Brabant,railway problems abroad,0,3
1,18,infrastructure,22-May-17,22-May-17,0,60,0,80,25,8,4,40,60,9,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,points failure,0,3
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Utrecht-Hilversum,Flevoland Noord-Holland Utrecht,signal failure,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Groningen-Bad Nieuweschans,Groningen,signal failure,0,4
1,16,rolling stock,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Den Haag-Rotterdam,Zuid-Holland,stranded train,0,4
1,16,external,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Rijswijk,Zuid-Holland,by police orders,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Utrecht-Amersfoort; Utrecht-Hilversum; Utrecht-Baarn,Flevoland Noord-Holland Utrecht,points failure,0,4
1,16,rolling stock,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,broken down train,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Utrecht-Den Haag; Utrecht-Den Haag,Zuid-Holland Utrecht,points failure,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Utrecht-Den Haag,Zuid-Holland Utrecht,points failure,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Den Haag-Rotterdam,Zuid-Holland,points failure,0,4
1,16,infrastructure,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Groningen-Leeuwarden,Groningen Friesland,level crossing failure,0,4
1,16,external,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Leiden-Den Haag C,Zuid-Holland,by police orders,0,4
1,16,accidents,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,'s-Hertogenbosch-Eindhoven,Noord-Brabant,person hit by a train,0,4
1,16,accidents,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Tilburg-Eindhoven,Noord-Brabant,person hit by a train,0,4
1,16,engineering work,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Utrecht-Amersfoort,Utrecht,unexpected engineering works,0,4
1,16,rolling stock,23-May-17,23-May-17,0,70,0,80,21,11,7,50,60,11,1,Schiphol-Leiden,Zuid-Holland Noord-Holland,stranded train,0,4
1,15,rolling stock,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,broken down train,0,3
1,15,logistical,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,an earlier disruption,0,3
1,15,rolling stock,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Schiphol-Leiden,Zuid-Holland Noord-Holland,broken down train,0,3
1,15,rolling stock,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Amsterdam-Schiphol-Rotterdam (HSL),Noord-Holland Zuid-Holland,broken down train,0,3
1,15,rolling stock,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Utrecht-Amersfoort,Utrecht,broken down train,0,3
1,15,accidents,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Tilburg Universiteit-Eindhoven,Noord-Brabant,collision with a vehicle,0,3
1,15,accidents,24-May-17,24-May-17,0,80,0,80,21,10,6,50,50,9,1,Zwolle-Groningen,Groningen Drenthe Overijssel,person hit by a train,0,3
1,16,external,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Amsterdam Centraal,Noord-Holland Utrecht Flevoland,person on the railway track,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Amsterdam-Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland Noord-Holland,damaged overhead wires,0,3
1,16,rolling stock,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Den Haag-Rotterdam-Eindhoven (HSL),Noord-Brabant Zuid-Holland,broken down train,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,damaged overhead wires,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Den Haag-Rotterdam,Zuid-Holland,damaged overhead wires,0,3
1,16,rolling stock,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Nijmegen-Wijchen,Noord-Brabant Gelderland,stranded train,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,points failure,0,3
1,16,rolling stock,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Roermond-Sittard,Limburg,broken down train,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,'s-Hertogenbosch-Eindhoven,Noord-Brabant,signal failure,0,3
1,16,rolling stock,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,'s-Hertogenbosch-Eindhoven,Noord-Brabant,broken down train,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Zwolle,Overijssel Utrecht Gelderland Drenthe Groningen Friesland Flevoland,signal failure,0,3
1,16,infrastructure,25-May-17,25-May-17,0,70,0,80,23,8,5,50,10,9,1,Maastricht,Limburg,problems with the signalling system,0,3
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Den Haag-Rotterdam-Eindhoven (HSL),Noord-Brabant Zuid-Holland,problems with the rolling stock,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Almelo-Hardenberg,Overijssel,problems with the rolling stock,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Eindhoven-Deurne,Noord-Brabant Limburg,signal failure,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Breda-Tilburg; 's-Hertogenbosch-Tilburg,Noord-Brabant,level crossing failure,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Zwolle-Deventer,Overijssel,broken down train,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Schiphol-Leiden,Zuid-Holland Noord-Holland,broken down train,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Schiphol-Leiden,Zuid-Holland Noord-Holland,broken down train,0,4
1,20,engineering work,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Den Haag-Rotterdam-Dordrecht,Zuid-Holland Noord-Brabant,repair works,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Tilburg-Eindhoven,Noord-Brabant,broken down train,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Breda-Tilburg,Noord-Brabant,broken down train,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Tilburg,Noord-Brabant,signal and level crossing failure,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Venlo,Noord-Brabant Limburg Gelderland,power failure,0,4
1,20,weather,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Haarlem-Zandvoort,Noord-Holland,weather circumstances,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Tilburg Universiteit-Eindhoven,Noord-Brabant,signal and level crossing failure,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Amsterdam-Schiphol-Rotterdam (HSL),Noord-Holland Zuid-Holland,broken down train,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Utrecht-'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,broken down train,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Roosendaal-Vlissingen,Noord-Brabant Zeeland,stranded train,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Leiden-Alphen a/d Rijn,Zuid-Holland Utrecht,level crossing failure,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Dordrecht-Roosendaal,Zuid-Holland Noord-Brabant,points failure,0,4
1,20,infrastructure,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Leiden-Den Haag C; Haarlem-Leiden,Zuid-Holland Noord-Holland,level crossing failure,0,4
1,20,external,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Nijmegen-Wijchen,Noord-Brabant Gelderland,person on the railway track,0,4
1,20,external,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Nijmegen-Venray,Gelderland Limburg Noord-Brabant,by police orders,0,4
1,20,rolling stock,26-May-17,26-May-17,0,70,0,80,26,10,6,40,50,12,2,Schiphol-Leiden,Zuid-Holland Noord-Holland,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Utrecht-'s-Hertogenbosch; Utrecht-Tiel,Noord-Brabant Gelderland Utrecht,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,stranded train,0,4
1,23,weather,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Haarlem-Zandvoort,Noord-Holland,weather circumstances,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Eindhoven-Roermond,Noord-Brabant Limburg,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Amsterdam-Hilversum,Utrecht Noord-Holland,broken down train,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Arnhem-Winterswijk,Gelderland,signal failure,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,signal failure,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Nijmegen-Wijchen,Noord-Brabant Gelderland,broken down train,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Arnhem-Doetinchem,Gelderland,signalling and points failure,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Dordrecht-Breda,Noord-Brabant Zuid-Holland,points failure,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Zutphen,Gelderland Overijssel,power failure,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,0,4
1,23,infrastructure,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,points failure,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Amersfoort-Barneveld,Utrecht Gelderland,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Leeuwarden-Stavoren,Friesland,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Amersfoort-Deventer,Utrecht Gelderland,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Deventer-Almelo,Overijssel,broken down train,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Amersfoort-Ede-Wageningen,Utrecht Gelderland,problems with the rolling stock,0,4
1,23,rolling stock,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Breda-Tilburg,Noord-Brabant,broken down train,0,4
1,23,external,27-May-17,27-May-17,0,60,0,80,31,11,7,30,70,15,2,Amsterdam-Haarlem,Noord-Holland,by police orders,0,4
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Tilburg-Eindhoven,Noord-Brabant,points failure,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Groningen-Veendam,Groningen,signal failure,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Zwolle-Emmen,Drenthe Overijssel,signal failure,2,3
1,19,rolling stock,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Amsterdam-Utrecht; Amsterdam-Gouda,Noord-Holland Utrecht,broken down train,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Deventer-Zutphen,Overijssel Gelderland,level crossing failure,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Zwolle-Almelo,Overijssel,level crossing failure,2,3
1,19,weather,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Haarlem-Zandvoort,Noord-Holland,weather circumstances,2,3
1,19,rolling stock,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Rotterdam-Breda (HSL),Noord-Brabant Zuid-Holland,broken down train,2,3
1,19,external,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Amsterdam-Utrecht; Amsterdam-Gouda,Noord-Holland Utrecht,an emergency call,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,signal failure,2,3
1,19,rolling stock,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Dordrecht-Breda; Dordrecht-Roosendaal,Noord-Brabant Zuid-Holland,broken down train,2,3
1,19,external,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Eindhoven-Venlo,Noord-Brabant Limburg,person along the track,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Maastricht-Randwijck,Limburg,signal failure,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Leeuwarden-Stavoren,Friesland,damaged railway bridge,2,3
1,19,rolling stock,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Eindhoven-Deurne,Noord-Brabant Limburg,broken down train,2,3
1,19,infrastructure,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Amersfoort-Deventer; Amersfoort-Barneveld,Utrecht Gelderland,points failure,2,3
1,19,rolling stock,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Amsterdam-Schiphol-Rotterdam (HSL),Noord-Holland Zuid-Holland,broken down train,2,3
1,19,external,28-May-17,28-May-17,0,70,2,80,25,8,5,50,50,14,1,Zwolle-Emmen,Drenthe Overijssel,car on the railway track,2,3
